"","n_versions","n_fixes","n_refact","n_authors","lines_added","max_lin_add","avg_lin_add","lines_rem","max_lin_rem","avg_lin_rem","code_churn","max_code_churn","avg_code_churn","age","weighted_age","class"
"496",27,4,0,6,329,85,121.852,222,85,822.222,107,24,396.296,367,810.729,"NO_BUG"
"497",469,31,0,12,14901,2162,317.719,12570,2162,268.017,2331,334,497.015,367,905.064,"BUG"
"498",56,3,0,7,1017,186,181.607,918,186,163.929,99,37,176.786,367,922.651,"BUG"
"499",84,7,0,9,1376,249,16.381,989,200,117.738,387,237,460.714,248.571,638.602,"BUG"
"500",55,11,0,6,2135,325,388.182,1973,325,358.727,162,84,294.545,367,565.857,"NO_BUG"
"501",39,14,0,7,487,173,124.872,297,173,761.538,190,74,487.179,333.143,727.413,"NO_BUG"
"502",16,3,0,5,50,9,3.125,21,4,13.125,29,8,18.125,239.143,327.971,"NO_BUG"
"503",40,6,0,7,385,115,9.625,339,115,8.475,46,24,1.15,367,935.184,"NO_BUG"
"504",73,8,0,7,1847,572,253.014,2129,651,291.644,-282,19,-386.301,367,459.869,"NO_BUG"
"505",2,1,0,2,5,5,2.5,5,5,2.5,0,0,0,177.143,428.571,"BUG"
"506",14,5,0,4,62,14,442.857,28,5,2,34,13,242.857,159.857,469.885,"NO_BUG"
"507",1,0,0,1,0,0,0,0,0,0,0,0,0,338.571,0,"NO_BUG"
"508",35,8,0,7,514,124,146.857,235,124,671.429,279,76,797.143,333.143,859.722,"NO_BUG"
"509",7,6,0,1,29,20,414.286,47,36,671.429,-18,1,-257.143,168.857,587.685,"NO_BUG"
"510",3,1,0,3,21,20,7,13,12,433.333,8,8,266.667,122.857,441.497,"NO_BUG"
"511",41,5,0,8,172,20,419.512,155,32,378.049,17,8,0.414634,326.857,877.741,"NO_BUG"
"512",176,15,0,10,4315,737,24.517,3181,737,180.739,1134,101,644.318,367,115.47,"BUG"
"513",32,5,0,7,133,45,415.625,129,45,403.125,4,6,0.125,367,581.525,"NO_BUG"
"514",6,1,0,3,28,21,466.667,9,4,1.5,19,17,316.667,122.143,166.276,"NO_BUG"
"515",7,4,0,4,9,4,128.571,9,4,128.571,0,0,0,248.571,677.302,"NO_BUG"
"516",25,4,0,5,234,57,9.36,150,36,6,84,35,3.36,367,159.93,"BUG"
"517",56,6,0,9,1101,362,196.607,1125,362,200.893,-24,20,-0.428571,367,747.192,"NO_BUG"
"518",9,6,0,4,24,7,266.667,7,2,0.777778,17,7,188.889,127,717.738,"NO_BUG"
"519",20,4,0,5,99,44,4.95,142,44,7.1,-43,2,-2.15,367,601.457,"NO_BUG"
"520",10,3,0,4,21,5,2.1,18,5,1.8,3,3,0.3,191.571,37.898,"BUG"
"521",43,4,0,7,771,322,179.302,802,328,186.512,-31,21,-0.72093,367,562.944,"NO_BUG"
"522",12,5,0,4,61,17,508.333,33,7,2.75,28,10,233.333,217,113.841,"NO_BUG"
"523",62,12,0,6,797,160,128.548,671,160,108.226,126,31,203.226,367,946.232,"NO_BUG"
"524",31,4,0,6,352,77,113.548,146,64,470.968,206,53,664.516,227.571,841.364,"BUG"
"525",49,8,0,10,322,37,657.143,242,42,493.878,80,30,163.265,239.143,56.287,"NO_BUG"
"526",35,4,0,7,613,171,175.143,566,164,161.714,47,28,134.286,367,872.589,"NO_BUG"
"527",29,6,0,6,653,170,225.172,87,16,3,566,170,195.172,237.714,113.424,"NO_BUG"
"528",6,3,0,3,142,68,236.667,6,4,1,136,68,226.667,222.857,106.881,"NO_BUG"
"529",15,6,0,4,133,34,886.667,101,39,673.333,32,20,213.333,217,158.364,"NO_BUG"
"530",210,49,0,11,9587,1441,456.524,7432,1441,353.905,2155,359,102.619,333.143,953.919,"NO_BUG"
"531",11,2,0,3,416,224,378.182,166,99,150.909,250,180,227.273,867.143,10.285,"NO_BUG"
"532",5,1,0,2,14,6,2.8,9,5,1.8,5,6,1,183.571,672.551,"NO_BUG"
"533",1,0,0,1,0,0,0,0,0,0,0,0,0,285.714,0,"NO_BUG"
"534",34,8,0,6,426,140,125.294,418,157,122.941,8,22,0.235294,367,951.472,"NO_BUG"
"535",31,4,0,7,242,95,780.645,239,95,770.968,3,9,0.0967742,367,536.429,"NO_BUG"
"536",73,15,0,8,490,95,671.233,446,95,610.959,44,19,0.60274,367,97.614,"NO_BUG"
"537",45,10,0,8,411,146,913.333,230,146,511.111,181,61,402.222,333.143,652.517,"NO_BUG"
"538",22,4,0,5,407,195,18.5,414,195,188.182,-7,21,-0.318182,367,401.183,"NO_BUG"
"539",6,2,0,3,12,7,2,12,7,2,0,0,0,246.714,648.452,"NO_BUG"
"540",2,0,0,1,0,0,0,0,0,0,0,0,0,162.429,0,"NO_BUG"
"541",41,1,0,6,324,37,790.244,695,254,169.512,-371,28,-904.878,258.143,47.142,"BUG"
"542",10,3,0,5,148,64,14.8,16,4,1.6,132,64,13.2,240.857,600.676,"NO_BUG"
"543",6,0,0,2,12,5,2,4,1,0.666667,8,5,133.333,125,500.357,"NO_BUG"
"544",183,14,0,10,6101,979,333.388,5117,928,279.617,984,171,537.705,367,118.906,"NO_BUG"
"545",41,6,0,5,4660,487,113.659,4669,508,113.878,-9,296,-0.219512,367,168.509,"NO_BUG"
"546",17,4,0,6,58,21,341.176,54,21,317.647,4,6,0.235294,367,983.818,"NO_BUG"
"547",41,9,0,6,190,38,463.415,207,38,504.878,-17,4,-0.414634,367,103.091,"NO_BUG"
"548",6,2,0,4,48,25,8,22,15,366.667,26,16,433.333,205.857,519.851,"NO_BUG"
"549",16,4,0,4,42,17,2.625,38,17,2.375,4,4,0.25,367,856.224,"NO_BUG"
"550",36,13,0,7,474,172,131.667,288,172,8,186,72,516.667,333.143,725.286,"NO_BUG"
"551",24,5,0,7,65,11,270.833,65,8,270.833,0,6,0,321.143,898.725,"NO_BUG"
"552",10,3,0,3,51,22,5.1,29,9,2.9,22,22,2.2,322.714,976.667,"NO_BUG"
"553",10,5,0,4,124,76,12.4,34,18,3.4,90,58,9,122.714,901.463,"BUG"
"554",6,2,0,3,27,7,4.5,16,5,266.667,11,7,183.333,175,25.328,"NO_BUG"
"555",11,4,0,5,23,9,209.091,16,4,145.455,7,7,0.636364,248.143,154.36,"NO_BUG"
"556",3,0,0,2,13,12,433.333,2,1,0.666667,11,11,366.667,147.143,892.308,"NO_BUG"
"557",16,3,0,5,50,9,3.125,21,4,13.125,29,8,18.125,239.143,327.971,"NO_BUG"
"558",19,3,0,5,260,79,136.842,44,9,231.579,216,79,113.684,240.857,350.055,"NO_BUG"
"559",6,3,0,3,28,11,466.667,6,4,1,22,11,366.667,183.571,233.571,"NO_BUG"
"560",29,5,0,5,139,57,47.931,140,57,482.759,-1,7,-0.0344828,367,494.584,"NO_BUG"
"561",37,4,0,7,487,240,131.622,445,240,12.027,42,43,113.514,329,46.494,"NO_BUG"
"562",4,4,0,1,3,1,0.75,3,1,0.75,0,0,0,168.857,553.809,"NO_BUG"
"563",6,1,0,2,233,219,388.333,261,248,43.5,-28,1,-466.667,117.857,616.432,"NO_BUG"
"564",37,4,0,6,315,76,851.351,362,92,978.378,-47,11,-127.027,367,606.934,"BUG"
"565",50,8,0,9,533,143,10.66,453,143,9.06,80,56,1.6,367,985.864,"BUG"
"566",7,4,0,3,144,68,205.714,8,4,114.286,136,68,194.286,222.857,105.605,"NO_BUG"
"567",7,1,0,5,431,206,615.714,9,6,128.571,422,206,602.857,142.571,14.183,"NO_BUG"
"568",141,19,0,10,4684,670,332.199,4720,670,334.752,-36,219,-0.255319,367,847.565,"BUG"
"569",30,4,0,4,148,48,493.333,146,48,486.667,2,5,0.0666667,367,521.207,"NO_BUG"
"570",42,5,0,9,255,41,607.143,177,41,421.429,78,10,185.714,367,128.515,"NO_BUG"
"571",42,13,0,7,501,172,119.286,295,172,702.381,206,74,490.476,333.143,725.395,"NO_BUG"
"572",5,2,0,2,52,29,10.4,28,23,5.6,24,10,4.8,103.857,158.049,"NO_BUG"
"573",32,4,0,6,379,151,118.438,385,151,120.313,-6,17,-0.1875,367,635.756,"NO_BUG"
"574",1,0,0,1,0,0,0,0,0,0,0,0,0,147.143,0,"NO_BUG"
"575",14,4,0,6,35,10,2.5,15,4,107.143,20,10,142.857,300,781.429,"NO_BUG"
"576",86,10,0,7,1544,671,179.535,1920,671,223.256,-376,28,-437.209,367,851.222,"NO_BUG"
"577",413,18,0,11,36511,2702,884.044,25887,2702,626.804,10624,868,25.724,367,119.439,"BUG"
"578",139,18,0,7,4053,618,291.583,3545,558,255.036,508,92,365.468,367,129.03,"BUG"
"579",90,4,0,8,1635,276,181.667,836,153,928.889,799,204,887.778,217.857,467.696,"NO_BUG"
"580",51,11,0,7,687,119,134.706,309,119,605.882,378,104,741.176,333.143,872.758,"NO_BUG"
"581",22,4,0,5,203,66,922.727,173,66,786.364,30,32,136.364,367,103.087,"NO_BUG"
"582",181,11,0,10,3670,599,202.762,2841,599,156.961,829,180,458.011,367,146.225,"BUG"
"583",42,15,0,7,855,407,203.571,606,407,144.286,249,116,592.857,333.143,611.658,"NO_BUG"
"584",6,0,0,2,26,15,433.333,2,1,0.333333,24,14,4,140.143,591.758,"NO_BUG"
"585",28,3,0,7,253,92,903.571,253,92,903.571,0,9,0,367,442.716,"NO_BUG"
"586",2,1,0,2,1,1,0.5,1,1,0.5,0,0,0,127,692.857,"NO_BUG"
"587",252,142,0,8,7409,1496,294.008,5091,428,202.024,2318,1296,919.841,261.571,485.992,"BUG"
"588",9,5,0,4,153,72,17,9,4,1,144,72,16,222.857,114.613,"NO_BUG"
"589",58,9,0,7,549,125,946.552,519,125,894.828,30,29,0.517241,367,880.458,"NO_BUG"
"590",23,4,0,5,464,123,201.739,52,12,226.087,412,123,17.913,226,329.433,"NO_BUG"
"591",21,7,0,5,103,37,490.476,24,4,114.286,79,37,37.619,229.714,163.523,"NO_BUG"
"592",9,3,0,5,19,5,211.111,15,5,166.667,4,2,0.444444,233,334.662,"NO_BUG"
"593",21,3,1,5,130,52,619.048,55,21,261.905,75,52,357.143,187,806.264,"NO_BUG"
"594",1,0,0,1,0,0,0,0,0,0,0,0,0,122.857,0,"BUG"
"595",2,0,0,1,12,12,6,1,1,0.5,11,11,5.5,147.143,957.143,"NO_BUG"
"596",9,2,0,5,373,341,414.444,265,259,294.444,108,82,12,224.143,159.199,"NO_BUG"
"597",48,6,0,7,1148,464,239.167,1122,464,23.375,26,49,0.541667,367,823.712,"NO_BUG"
"598",65,5,0,8,646,64,993.846,1489,625,229.077,-843,34,-129.692,328.143,96.705,"NO_BUG"
"599",96,11,0,10,1711,272,178.229,1509,290,157.187,202,50,210.417,367,115.101,"BUG"
"600",2,0,0,2,10,10,5,4,4,2,6,6,3,147.143,5,"NO_BUG"
"601",35,7,0,9,5188,1713,148.229,939,434,268.286,4249,1511,121.4,333.143,105.181,"NO_BUG"
"602",40,4,0,4,1012,232,25.3,469,78,11.725,543,154,13.575,175.714,410.707,"NO_BUG"
"603",36,9,0,7,1462,425,406.111,665,315,184.722,797,270,221.389,333.143,120.387,"NO_BUG"
"604",7,3,0,4,9,3,128.571,9,3,128.571,0,0,0,220.143,450.952,"NO_BUG"
"605",24,7,0,5,251,67,104.583,172,51,716.667,79,20,329.167,322.714,78.992,"NO_BUG"
"606",150,14,0,11,2422,411,161.467,1764,411,11.76,658,151,438.667,329,135.043,"BUG"
"607",27,6,0,5,174,52,644.444,161,52,596.296,13,8,0.481481,367,78.014,"NO_BUG"
"608",27,3,0,5,185,41,685.185,145,41,537.037,40,16,148.148,367,888.672,"NO_BUG"
"609",35,5,0,6,391,131,111.714,329,131,9.4,62,32,177.143,367,380.018,"NO_BUG"
"610",27,8,0,8,168,57,622.222,46,6,17.037,122,53,451.852,328.143,102.19,"NO_BUG"
"611",70,5,0,9,421,62,601.429,333,62,475.714,88,32,125.714,367,128.918,"NO_BUG"
"612",50,5,0,6,1636,295,32.72,1804,321,36.08,-168,18,-3.36,367,641.712,"NO_BUG"
"613",13,4,0,5,30,9,230.769,49,10,376.923,-19,0,-146.154,322.714,494.905,"NO_BUG"
"614",14,5,0,7,192,79,137.143,130,79,928.571,62,32,442.857,333.143,100.571,"NO_BUG"
"615",18,9,0,4,237,200,131.667,69,43,383.333,168,157,933.333,166.714,98.692,"NO_BUG"
"616",57,6,0,7,667,263,117.018,663,263,116.316,4,14,0.0701754,367,622.949,"NO_BUG"
"617",66,12,0,7,946,169,143.333,862,169,130.606,84,22,127.273,367,104.98,"NO_BUG"
"618",31,3,0,6,185,83,596.774,190,83,612.903,-5,6,-0.16129,367,51.556,"NO_BUG"
"619",39,5,0,7,514,158,131.795,464,158,118.974,50,25,128.205,367,539.778,"NO_BUG"
"620",46,5,0,9,355,65,771.739,321,65,697.826,34,11,0.73913,367,108.363,"NO_BUG"
"621",12,2,0,4,117,43,9.75,230,105,191.667,-113,7,-941.667,191.714,383.492,"BUG"
"622",63,7,0,8,1269,287,201.429,1232,287,195.556,37,24,0.587302,367,483.928,"NO_BUG"
"623",9,2,0,3,388,267,431.111,20,11,222.222,368,256,408.889,126,230.066,"NO_BUG"
"624",48,5,0,8,928,293,193.333,639,293,133.125,289,68,602.083,367,813.798,"NO_BUG"
"625",40,4,0,7,326,134,8.15,323,134,8.075,3,14,0.075,367,651.613,"NO_BUG"
"626",18,3,0,5,64,25,355.556,51,25,283.333,13,6,0.722222,367,936.473,"NO_BUG"
"627",69,5,0,7,2270,728,328.986,2019,728,292.609,251,98,363.768,367,561.678,"NO_BUG"
"628",40,13,0,7,501,174,12.525,295,174,7.375,206,74,5.15,333.143,725.264,"NO_BUG"
"629",35,12,0,7,297,92,848.571,117,18,334.286,180,74,514.286,321,915.094,"NO_BUG"
"630",34,6,0,6,203,54,597.059,225,54,661.765,-22,4,-0.647059,367,691.696,"NO_BUG"
"631",62,7,0,9,711,106,114.677,516,117,832.258,195,28,314.516,367,133.266,"NO_BUG"
"632",233,26,0,11,10114,619,434.077,8989,619,385.794,1125,300,482.833,367,718.777,"BUG"
"633",24,3,0,6,146,65,608.333,150,65,6.25,-4,4,-0.166667,367,655.724,"NO_BUG"
"634",22,9,0,4,584,155,265.455,365,102,165.909,219,53,995.454,173.429,404.474,"NO_BUG"
"635",15,5,0,3,182,53,121.333,92,54,613.333,90,52,6,169.571,345.275,"BUG"
"636",90,6,0,9,2364,335,262.667,1422,335,15.8,942,149,104.667,367,140.613,"NO_BUG"
"637",59,16,0,8,821,243,139.153,531,243,9,290,170,491.525,333.143,78.58,"NO_BUG"
"638",26,4,0,4,197,69,757.692,198,69,761.538,-1,9,-0.0384615,367,350.812,"NO_BUG"
"639",6,5,0,2,74,50,123.333,30,16,5,44,34,733.333,122.714,560.985,"NO_BUG"
"640",122,7,0,8,4457,1312,365.328,4192,1312,343.607,265,357,217.213,367,592.385,"BUG"
"641",184,8,0,10,4159,756,226.033,2077,203,11.288,2082,756,113.152,230.857,48.756,"BUG"
"642",15,4,0,6,57,20,3.8,43,14,286.667,14,8,0.933333,325.143,711.905,"NO_BUG"
"643",23,6,0,5,225,83,978.261,221,83,96.087,4,6,0.173913,367,794.641,"NO_BUG"
"644",29,3,0,4,581,232,200.345,595,232,205.172,-14,5,-0.482759,367,333.142,"NO_BUG"
"645",3,1,0,2,5,4,166.667,2,1,0.666667,3,3,1,118.857,590.571,"NO_BUG"
"646",80,31,0,7,1561,247,195.125,924,145,11.55,637,223,79.625,318.143,122.75,"NO_BUG"
"647",7,3,0,3,33,17,471.429,32,17,457.143,1,1,0.142857,191.714,750.216,"BUG"
"648",52,7,0,6,1072,316,206.154,1049,316,201.731,23,17,0.442308,367,707.504,"NO_BUG"
"649",11,5,0,6,80,31,727.273,76,31,690.909,4,4,0.363636,220.143,309.089,"NO_BUG"
"650",39,15,0,7,701,321,179.744,460,321,117.949,241,100,617.949,333.143,631.528,"NO_BUG"
"651",30,9,0,7,201,76,6.7,115,76,383.333,86,37,286.667,333.143,729.204,"NO_BUG"
"652",156,16,0,7,3080,677,197.436,2705,677,173.397,375,128,240.385,367,861.558,"BUG"
"653",5,2,0,2,23,9,4.6,3,2,0.6,20,9,4,168.857,344.472,"NO_BUG"
"654",37,5,0,6,270,69,72.973,243,69,656.757,27,10,0.72973,367,669.688,"NO_BUG"
"655",27,9,0,7,265,104,981.481,149,104,551.852,116,53,42.963,333.143,737.757,"NO_BUG"
"656",1,0,0,1,0,0,0,0,0,0,0,0,0,147.143,0,"NO_BUG"
"657",11,1,0,5,20,6,181.818,15,6,136.364,5,2,0.454545,264.857,581.571,"NO_BUG"
"658",1,1,0,1,0,0,0,0,0,0,0,0,0,745.714,0,"NO_BUG"
"659",23,4,0,5,198,57,86.087,146,29,634.783,52,50,226.087,140.571,382.857,"NO_BUG"
"660",126,16,0,10,2188,397,173.651,2009,397,159.444,179,53,142.063,367,677.641,"NO_BUG"
"661",26,7,0,5,57,10,219.231,24,8,0.923077,33,10,126.923,166.571,552.957,"BUG"
"662",42,8,0,7,334,103,795.238,278,103,661.905,56,18,133.333,367,974.341,"NO_BUG"
"663",4,0,0,1,25,16,6.25,3,3,0.75,22,13,5.5,140.143,184.571,"NO_BUG"
"664",18,6,0,6,106,42,588.889,79,42,438.889,27,10,1.5,347.857,806.752,"NO_BUG"
"665",16,3,0,5,110,59,6.875,86,45,5.375,24,54,1.5,127.714,163.779,"NO_BUG"
"666",15,9,0,3,64,28,426.667,61,25,406.667,3,26,0.2,123.571,530.201,"NO_BUG"
"667",24,3,0,7,71,11,295.833,71,14,295.833,0,7,0,261.571,27.662,"NO_BUG"
"668",4,2,0,3,54,26,13.5,18,8,4.5,36,18,9,127,356.984,"BUG"
"669",3,1,0,2,11,6,366.667,9,6,3,2,2,0.666667,125.714,324.675,"NO_BUG"
"670",10,3,0,4,42,20,4.2,51,32,5.1,-9,1,-0.9,245.571,182.007,"NO_BUG"
"671",55,4,0,7,792,127,14.4,845,170,153.636,-53,124,-0.963636,258.143,624.695,"BUG"
"672",12,8,0,3,238,73,198.333,83,26,691.667,155,57,129.167,657.143,248.962,"NO_BUG"
"673",156,13,0,7,3003,501,19.25,2591,474,16.609,412,72,264.103,367,168.204,"BUG"
"674",53,5,0,6,588,183,110.943,550,183,103.774,38,34,0.716981,367,737.826,"BUG"
"675",368,22,0,11,11891,1854,323.125,9805,1854,26.644,2086,271,566.848,367,857.021,"BUG"
"676",71,19,0,8,2297,522,323.521,1677,522,236.197,620,348,873.239,333.143,853.538,"NO_BUG"
"677",80,20,0,7,14750,3120,184.375,16495,3120,206.188,-1745,531,-218.125,367,814.591,"BUG"
"678",56,13,0,7,904,218,161.429,474,218,846.429,430,132,767.857,333.143,877.539,"NO_BUG"
"679",4,1,0,3,103,54,25.75,1,1,0.25,102,54,25.5,164.714,186.144,"NO_BUG"
"680",4,4,0,2,6,4,1.5,6,4,1.5,0,0,0,194,411.429,"NO_BUG"
"681",27,4,0,5,700,202,259.259,725,216,268.519,-25,17,-0.925926,367,46.851,"BUG"
"682",8,3,0,4,28,7,3.5,18,5,2.25,10,6,1.25,175,34.148,"NO_BUG"
"683",29,5,0,7,209,48,72.069,245,79,844.828,-36,36,-124.138,222.857,477.457,"NO_BUG"
"684",4,0,0,1,58,21,14.5,6,3,1.5,52,19,13,147.143,729.557,"BUG"
"685",42,8,0,7,319,45,759.524,213,38,507.143,106,37,252.381,367,947.886,"NO_BUG"
"686",33,8,0,5,956,256,289.697,112,13,339.394,844,256,255.758,226,254.752,"NO_BUG"
"687",2,0,0,2,8,8,4,3,3,1.5,5,5,2.5,107.143,671.429,"NO_BUG"
"688",4,2,0,2,2,1,0.5,2,1,0.5,0,0,0,135,221.429,"NO_BUG"
"689",6,3,0,3,8,4,133.333,8,4,133.333,0,0,0,245.857,734.821,"NO_BUG"
"690",2,0,0,1,12,12,6,1,1,0.5,11,11,5.5,147.143,957.143,"NO_BUG"
"691",7,1,0,3,223,114,318.571,10,7,142.857,213,114,304.286,164.714,215.868,"NO_BUG"
"692",3,1,0,2,3,2,1,2,1,0.666667,1,1,0.333333,498.571,191.429,"BUG"
"693",19,3,0,5,76,25,4,51,25,268.421,25,12,131.579,367,118.041,"NO_BUG"
"694",20,5,0,6,112,50,5.6,90,50,4.5,22,10,1.1,347.857,638.724,"NO_BUG"
"695",39,7,0,9,1312,242,33.641,812,258,208.205,500,201,128.205,288.143,284.435,"BUG"
"696",52,4,0,6,909,426,174.808,936,426,18,-27,7,-0.519231,367,509.054,"NO_BUG"
"697",29,5,0,6,365,100,125.862,343,100,118.276,22,50,0.758621,367,113.877,"NO_BUG"
"698",19,5,0,5,166,47,873.684,146,39,768.421,20,18,105.263,322.714,840.189,"NO_BUG"
"699",2,0,0,1,14,14,7,0,0,0,14,14,7,914.286,128.571,"NO_BUG"
"700",32,4,0,6,637,155,199.063,629,155,196.563,8,9,0.25,367,749.404,"NO_BUG"
"701",21,4,0,5,144,23,685.714,58,17,27.619,86,23,409.524,227.571,35.755,"BUG"
"702",84,9,0,8,1426,437,169.762,1057,437,125.833,369,117,439.286,367,968.127,"NO_BUG"
"703",81,7,0,8,1723,380,212.716,1509,182,186.296,214,322,264.198,367,120.512,"BUG"
"704",77,6,0,7,1332,403,172.987,1218,403,158.182,114,81,148.052,367,452.638,"NO_BUG"
"705",24,3,0,4,337,85,140.417,301,85,125.417,36,27,1.5,367,501.865,"BUG"
"706",113,9,0,9,1169,162,103.451,993,185,878.761,176,31,155.752,367,126.459,"NO_BUG"
"707",114,3,0,9,1591,198,139.561,857,111,751.754,734,198,64.386,230.857,635.575,"BUG"
"708",9,5,0,4,28,9,311.111,12,4,133.333,16,9,177.778,228.143,235.714,"NO_BUG"
"709",26,11,0,8,243,129,934.615,58,15,223.077,185,114,711.538,246.571,187.309,"NO_BUG"
"710",18,4,0,4,119,31,661.111,123,31,683.333,-4,5,-0.222222,367,674.886,"NO_BUG"
"711",26,6,0,5,160,54,615.385,138,54,530.769,22,12,0.846154,367,998.339,"NO_BUG"
"712",7,2,0,3,740,381,105.714,16,9,228.571,724,381,103.429,164.714,206.807,"NO_BUG"
"713",16,2,0,8,226,46,14.125,80,18,5,146,33,9.125,220.143,409.937,"NO_BUG"
"714",4,2,0,1,9,6,2.25,19,7,4.75,-10,0,-2.5,914.286,128.571,"NO_BUG"
"715",38,5,0,7,283,116,744.737,276,116,726.316,7,8,0.184211,367,629.692,"NO_BUG"
"716",15,5,0,7,71,20,473.333,451,193,300.667,-380,0,-253.333,220.143,345.775,"NO_BUG"
"717",9,4,0,5,15,5,166.667,13,5,144.444,2,1,0.222222,316.714,105.933,"NO_BUG"
"718",2,0,0,1,51,51,25.5,29,29,14.5,22,22,11,957.143,357.143,"BUG"
"719",40,3,0,7,843,117,21.075,378,79,9.45,465,75,11.625,236,351.466,"NO_BUG"
"720",5,1,0,4,23,7,4.6,12,4,2.4,11,7,2.2,179.857,14.205,"NO_BUG"
"721",92,10,0,9,4436,799,482.174,1611,370,175.109,2825,799,307.065,228.429,786.207,"NO_BUG"
"722",3,0,0,1,20,12,666.667,47,47,156.667,-27,12,-9,667.143,0,"NO_BUG"
"723",49,6,0,6,506,137,103.265,498,137,101.633,8,13,0.163265,367,51.083,"BUG"
"724",6,3,0,3,142,68,236.667,6,4,1,136,68,226.667,222.857,106.881,"NO_BUG"
"725",35,6,0,6,178,54,508.571,197,54,562.857,-19,9,-0.542857,367,611.862,"NO_BUG"
"726",80,11,0,7,1549,505,193.625,1280,505,16,269,138,33.625,367,966.581,"NO_BUG"
"727",22,4,0,5,137,56,622.727,125,56,568.182,12,5,0.545455,367,746.257,"NO_BUG"
"728",19,4,0,5,243,60,127.895,50,21,263.158,193,60,101.579,219.857,136.486,"NO_BUG"
"729",17,3,0,4,106,23,623.529,24,6,141.176,82,23,482.353,227.571,922.237,"NO_BUG"
"730",38,4,0,5,276,77,726.316,237,77,623.684,39,15,102.632,367,997.935,"NO_BUG"
"731",91,9,0,9,4093,543,44.978,2902,552,318.901,1191,329,130.879,367,145.419,"NO_BUG"
"732",30,4,0,4,187,54,623.333,179,54,596.667,8,4,0.266667,367,380.183,"NO_BUG"
"733",38,3,0,8,436,124,114.737,248,50,652.632,188,106,494.737,248.571,710.465,"BUG"
"734",47,7,0,7,622,205,13.234,535,205,11.383,87,59,185.106,367,835.916,"NO_BUG"
"735",4,2,0,3,4,3,1,4,3,1,0,0,0,133.143,187.857,"NO_BUG"
"736",4,3,0,2,6,4,1.5,6,4,1.5,0,0,0,198.143,452.857,"NO_BUG"
"737",79,9,0,8,1117,282,141.392,963,282,121.899,154,52,194.937,367,104.602,"BUG"
"738",35,7,0,6,812,197,23.2,141,20,402.857,671,197,191.714,226,471.024,"NO_BUG"
"739",17,3,0,4,106,23,623.529,24,6,141.176,82,23,482.353,227.571,922.237,"NO_BUG"
"740",39,5,0,7,247,63,633.333,140,63,358.974,107,33,274.359,367,119.432,"NO_BUG"
"741",37,14,0,7,513,235,138.649,322,235,87.027,191,83,516.216,333.143,655.792,"NO_BUG"
"742",31,5,0,7,149,28,480.645,153,28,493.548,-4,14,-0.129032,334.571,649.636,"NO_BUG"
"743",6,3,0,3,108,51,18,6,4,1,102,51,17,222.571,113.611,"NO_BUG"
"744",38,13,0,7,526,195,138.421,315,195,828.947,211,91,555.263,333.143,715.997,"NO_BUG"
"745",18,7,0,7,271,100,150.556,132,100,733.333,139,60,772.222,333.143,523.927,"NO_BUG"
"746",12,4,0,5,100,44,833.333,12,4,1,88,44,733.333,218.857,130.314,"NO_BUG"
"747",15,7,1,5,122,42,813.333,35,12,233.333,87,42,5.8,222.714,284.005,"NO_BUG"
